user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CLH0703,48.0,41.0,47.0,28.0,29.0,-14.29,-33.53,206.415893671,29.4879848102,30.0,4.28571428571,15.0,400722.0,11.0,14.0,
KMW0545,19.0,16.0,18.0,23.0,32.0,-5.97,-8.34,1136.68057162,31.5744603227,24.0,0.666666666667,674.0,20459329.0,651.0,267.0,
NHH0185,41.0,43.0,19.0,21.0,33.0,-15.54,-24.55,455.248969056,23.9604720556,24.0,1.26315789474,129.0,4081324.0,48.0,107.0,
NCE0097,48.0,36.0,20.0,11.0,35.0,-11.49,-18.3,879.940758769,33.8438753373,24.0,0.923076923077,171.0,5228034.0,51.0,133.0,
AJC0840,14.0,24.0,19.0,33.0,37.0,-8.6,-12.48,335.541009477,33.5541009477,16.0,1.6,41.0,1160953.0,18.0,39.0,
GCC0945,30.0,39.0,18.0,25.0,27.0,-15.01,-24.38,201.043970284,22.3382189204,16.0,1.77777777778,49.0,1410682.0,13.0,49.0,
NAB0903,44.0,30.0,19.0,30.0,37.0,-17.27,-21.39,451.028219814,30.0685479876,24.0,1.6,92.0,2875600.0,0.0,74.0,
AOS0987,16.0,32.0,40.0,30.0,27.0,-6.34,-22.49,867.549331304,29.9154941829,16.0,0.551724137931,30.0,965801.0,26.0,30.0,
JAD0609,18.0,23.0,26.0,36.0,33.0,-10.14,-16.99,1238.72785607,26.9288664363,16.0,0.347826086957,558.0,16549906.0,638.0,272.0,
AMW0392,47.0,47.0,22.0,44.0,26.0,-28.8,-40.89,1214.81314206,33.7448095017,30.0,0.833333333333,521.0,15615536.0,121.0,305.0,
FIR0920,40.0,11.0,44.0,20.0,27.0,-4.88,-15.63,933.814299998,31.1271433333,16.0,0.533333333333,376.0,11565603.0,364.0,202.0,
RNP0211,39.0,15.0,25.0,40.0,30.0,-17.85,-21.65,1283.83184793,30.5674249507,16.0,0.380952380952,319.0,9323921.0,339.0,214.0,
RHY0079,20.0,19.0,14.0,21.0,26.0,-8.33,-11.43,1600.16067592,31.3756995279,24.0,0.470588235294,700.0,20945196.0,228.0,288.0,
CLS0296,27.0,16.0,25.0,18.0,33.0,-4.23,-8.66,236.109606141,29.5137007676,16.0,2.0,29.0,832045.0,0.0,28.0,
JSA0775,50.0,46.0,42.0,19.0,33.0,-12.11,-30.06,315.672353207,35.0747059119,30.0,3.33333333333,50.0,1508992.0,71.0,43.0,
RDM0115,42.0,17.0,39.0,15.0,30.0,-4.82,-14.71,794.00103799,28.3571799282,16.0,0.571428571429,34.0,924749.0,18.0,32.0,
JKM0303,46.0,10.0,44.0,15.0,35.0,-2.45,-10.88,274.721008418,39.2458583454,16.0,2.28571428571,21.0,774001.0,10.0,19.0,
IJM0139,45.0,17.0,15.0,30.0,35.0,-16.97,-16.38,279.820611065,27.9820611065,16.0,1.6,27.0,865518.0,0.0,25.0,
SVL0940,15.0,42.0,26.0,15.0,34.0,-3.01,-15.52,896.628407279,34.4857079723,16.0,0.615384615385,234.0,7191902.0,90.0,147.0,
LDG0459,20.0,41.0,10.0,50.0,34.0,-23.4,-28.76,141.602099775,35.4005249439,28.0,7.0,12.0,389106.0,17.0,12.0,
ROB0272,39.0,45.0,23.0,41.0,34.0,-22.62,-33.14,801.494928471,25.854675112,16.0,0.516129032258,206.0,6130436.0,0.0,158.0,
LNS0989,34.0,38.0,45.0,30.0,31.0,-10.49,-28.35,461.736546989,25.6520303883,16.0,0.888888888889,20.0,594487.0,16.0,20.0,
CNM0800,32.0,11.0,40.0,38.0,24.0,-11.94,-21.94,1138.87781241,33.4964062472,24.0,0.705882352941,242.0,6918009.0,291.0,174.0,
HGN0287,45.0,30.0,18.0,18.0,27.0,-15.06,-21.3,1007.04304654,28.7726584725,16.0,0.457142857143,667.0,19483650.0,523.0,290.0,
KMS0657,17.0,31.0,21.0,17.0,29.0,-5.16,-13.75,519.374380841,28.8541322689,30.0,1.66666666667,120.0,3609898.0,0.0,97.0,
BMG0917,43.0,36.0,41.0,23.0,34.0,-10.14,-24.96,835.784943734,26.1182794917,24.0,0.75,426.0,12300558.0,117.0,219.0,
HVB0037,17.0,42.0,41.0,44.0,26.0,-14.25,-33.47,1476.86502333,35.1634529364,16.0,0.380952380952,327.0,9719985.0,100.0,215.0,
PNH0761,36.0,49.0,27.0,32.0,30.0,-18.45,-32.82,278.861327958,27.8861327958,30.0,3.0,69.0,1941269.0,15.0,64.0,
JLW0053,42.0,41.0,18.0,38.0,31.0,-23.56,-31.71,1695.19720841,31.3925408965,24.0,0.444444444444,756.0,22620327.0,0.0,295.0,
JNA0559,10.0,10.0,41.0,10.0,31.0,8.79,-1.35,1259.49180825,41.983060275,16.0,0.533333333333,185.0,5240078.0,0.0,131.0,
OYM0026,23.0,26.0,18.0,36.0,28.0,-15.32,-20.95,773.679231975,26.678594206,24.0,0.827586206897,33.0,942791.0,10.0,32.0,
NIH0969,43.0,25.0,43.0,22.0,22.0,-10.33,-25.59,277.774963077,30.8638847863,16.0,1.77777777778,49.0,1569584.0,42.0,47.0,
RCC0617,33.0,50.0,13.0,12.0,27.0,-13.33,-24.04,1605.68215449,34.9061337932,16.0,0.347826086957,554.0,16421396.0,0.0,260.0,
GJD0298,43.0,39.0,12.0,40.0,27.0,-26.86,-33.06,215.160370354,26.8950462942,16.0,2.0,23.0,660724.0,33.0,23.0,
MLL0598,44.0,17.0,23.0,49.0,29.0,-24.28,-27.7,261.435716362,32.6794645452,16.0,2.0,52.0,1551572.0,19.0,49.0,
DSM0591,20.0,35.0,18.0,43.0,35.0,-17.19,-23.74,302.895963299,33.6551070332,30.0,3.33333333333,51.0,1604895.0,0.0,46.0,
SBN0971,41.0,40.0,17.0,47.0,30.0,-27.46,-35.06,460.967264692,35.4590203609,16.0,1.23076923077,73.0,2190992.0,52.0,71.0,
CCW0524,40.0,25.0,20.0,21.0,25.0,-14.03,-20.26,551.384620014,25.0629372734,24.0,1.09090909091,155.0,4754957.0,73.0,120.0,
IWM0816,35.0,42.0,50.0,44.0,28.0,-16.92,-38.11,1620.91384015,36.0203075588,16.0,0.355555555556,383.0,11472188.0,399.0,204.0,
JOL0024,50.0,40.0,24.0,21.0,29.0,-17.47,-27.96,1123.74326496,27.408372316,16.0,0.390243902439,348.0,10425897.0,181.0,190.0,
ENL0100,39.0,18.0,42.0,35.0,21.0,-14.09,-27.19,1056.76996206,32.0233321838,24.0,0.727272727273,211.0,6718751.0,106.0,166.0,
TIW0299,34.0,19.0,19.0,12.0,31.0,-6.21,-9.49,247.394356809,30.9242946012,16.0,2.0,24.0,649407.0,16.0,23.0,
ZSK0258,38.0,35.0,21.0,37.0,25.0,-21.66,-30.84,754.321625122,26.0110905215,16.0,0.551724137931,180.0,5466528.0,56.0,118.0,
CGF0337,32.0,30.0,43.0,15.0,31.0,-2.66,-17.94,362.214266225,21.3067215426,24.0,1.41176470588,123.0,3748431.0,0.0,105.0,
EHB0420,45.0,42.0,38.0,17.0,20.0,-13.23,-31.86,1014.43788876,28.9839396788,16.0,0.457142857143,593.0,17597634.0,529.0,316.0,
RGN0408,11.0,21.0,22.0,22.0,32.0,-2.94,-8.61,1387.30673806,35.5719676426,30.0,0.769230769231,665.0,20027283.0,711.0,289.0,
FHO0630,28.0,44.0,23.0,12.0,26.0,-8.61,-21.82,1166.6169503,29.1654237575,30.0,0.75,487.0,14460361.0,519.0,250.0,
JKJ0698,16.0,38.0,16.0,22.0,28.0,-9.62,-18.5,264.132285824,33.016535728,16.0,2.0,23.0,703139.0,3.0,23.0,
SCF0608,35.0,18.0,42.0,42.0,36.0,-12.3,-22.01,1720.46325555,31.281150101,16.0,0.290909090909,514.0,15157292.0,145.0,269.0,
BVC0790,24.0,18.0,18.0,36.0,38.0,-11.94,-12.98,1117.50462822,31.0417952283,16.0,0.444444444444,338.0,9959611.0,264.0,215.0,
NRF0137,10.0,49.0,38.0,17.0,32.0,-0.97,-20.55,161.733110257,40.4332775643,16.0,4.0,15.0,435203.0,0.0,15.0,
HDD0789,44.0,39.0,30.0,10.0,29.0,-9.28,-22.23,1426.09781138,29.7103710704,16.0,0.333333333333,205.0,6132844.0,134.0,140.0,
IEB0153,44.0,25.0,39.0,24.0,36.0,-9.13,-19.6,393.516627902,28.1083305645,18.0,1.28571428571,299.0,8929310.0,321.0,170.0,
ICH0294,32.0,27.0,20.0,40.0,26.0,-19.88,-26.46,239.14904744,26.5721163823,16.0,1.77777777778,21.0,665536.0,23.0,20.0,
ZSL0305,21.0,26.0,18.0,41.0,32.0,-15.91,-20.62,287.408056142,31.9342284603,16.0,1.77777777778,21.0,696560.0,9.0,20.0,
AJP0723,24.0,29.0,17.0,12.0,29.0,-5.79,-12.09,187.860523374,31.310087229,16.0,2.66666666667,15.0,488475.0,0.0,14.0,
GDF0704,25.0,13.0,21.0,29.0,36.0,-8.16,-9.46,82.345164951,27.448388317,30.0,10.0,20.0,655469.0,15.0,20.0,
TJD0996,34.0,22.0,42.0,16.0,32.0,-2.42,-14.74,1186.16040774,28.24191447,16.0,0.380952380952,231.0,6669690.0,203.0,141.0,
OMS0101,20.0,12.0,21.0,22.0,29.0,-5.17,-8.19,1039.74505051,31.507425773,28.0,0.848484848485,171.0,5180840.0,79.0,139.0,
BCM0653,45.0,34.0,41.0,18.0,31.0,-8.99,-23.94,565.371350683,29.756386878,30.0,1.57894736842,111.0,3445446.0,44.0,95.0,
BDB0453,41.0,42.0,27.0,41.0,26.0,-23.66,-36.56,245.820439203,27.3133821337,16.0,1.77777777778,20.0,640673.0,0.0,19.0,
NCK0421,40.0,41.0,18.0,43.0,24.0,-26.79,-36.55,887.258445214,29.5752815071,24.0,0.8,437.0,13125625.0,0.0,234.0,
MFV0897,18.0,13.0,23.0,25.0,33.0,-4.56,-7.72,447.632944155,34.4333033965,30.0,2.30769230769,117.0,3584249.0,0.0,91.0,
MAH0149,41.0,39.0,38.0,27.0,40.0,-11.05,-24.24,1039.11494527,28.8643040354,16.0,0.444444444444,41.0,1153821.0,46.0,40.0,
ECR0822,16.0,19.0,17.0,23.0,29.0,-6.52,-10.2,264.313394369,33.0391742961,16.0,2.0,46.0,1726952.0,0.0,43.0,
POB0343,46.0,19.0,44.0,27.0,34.0,-9.29,-20.23,395.780594859,28.2700424899,24.0,1.71428571429,114.0,3222396.0,0.0,96.0,
IRT0491,17.0,30.0,27.0,41.0,32.0,-13.1,-22.46,1494.04934735,31.1260280697,16.0,0.333333333333,854.0,25926236.0,436.0,305.0,
HKI0171,31.0,17.0,30.0,45.0,27.0,-17.39,-24.59,1336.06240184,31.0712186474,16.0,0.372093023256,273.0,7920078.0,240.0,182.0,
IAR0694,12.0,17.0,44.0,40.0,34.0,-4.36,-16.18,1428.22664202,37.5849116322,16.0,0.421052631579,207.0,6313309.0,206.0,147.0,
CMM0487,39.0,22.0,42.0,40.0,30.0,-14.72,-26.77,1118.89788898,27.2901924141,16.0,0.390243902439,613.0,18912131.0,0.0,266.0,
AGB0643,32.0,39.0,20.0,44.0,27.0,-23.28,-32.91,476.078232466,28.0046019098,16.0,0.941176470588,99.0,3076611.0,59.0,85.0,
PID0426,43.0,19.0,39.0,44.0,23.0,-19.59,-31.02,1313.08048493,32.8270121232,24.0,0.6,316.0,9628443.0,309.0,196.0,
HLM0933,36.0,24.0,23.0,43.0,30.0,-20.18,-25.85,985.030548266,28.9714867137,28.0,0.823529411765,319.0,9627759.0,187.0,174.0,
KRL0062,37.0,16.0,17.0,20.0,33.0,-10.09,-11.02,853.597862058,27.5354149051,28.0,0.903225806452,297.0,8997776.0,0.0,172.0,
JDB0169,20.0,14.0,23.0,48.0,33.0,-15.21,-18.09,1427.02950175,37.5534079407,24.0,0.631578947368,332.0,10172398.0,92.0,193.0,
ZJS0269,30.0,34.0,16.0,35.0,27.0,-19.01,-26.04,962.830429638,26.7452897122,24.0,0.666666666667,239.0,7072248.0,0.0,188.0,
CJM0521,13.0,18.0,37.0,18.0,24.0,0.49,-11.71,788.645242957,34.2889236068,16.0,0.695652173913,175.0,5002048.0,51.0,140.0,
JRS0362,50.0,50.0,14.0,37.0,24.0,-29.65,-40.07,1765.51162406,38.3806874796,16.0,0.347826086957,970.0,28903649.0,0.0,322.0,
WXH0872,17.0,20.0,19.0,21.0,25.0,-6.58,-12.19,1340.5417012,32.6961390537,16.0,0.390243902439,211.0,6232552.0,187.0,133.0,
MHA0798,11.0,27.0,17.0,22.0,40.0,-3.23,-6.89,1138.21349077,35.5691715866,24.0,0.75,197.0,5876489.0,0.0,137.0,
JZD0888,20.0,20.0,30.0,14.0,30.0,-0.52,-9.04,518.691457992,30.5112622348,28.0,1.64705882353,141.0,4520987.0,0.0,111.0,
HDD0806,47.0,28.0,36.0,19.0,38.0,-8.63,-18.32,825.67606633,27.5225355443,24.0,0.8,381.0,11698264.0,75.0,222.0,
BSB0990,34.0,44.0,13.0,43.0,37.0,-23.6,-29.66,1323.91641548,34.8399056705,28.0,0.736842105263,314.0,9199911.0,216.0,182.0,
ALC0788,34.0,18.0,15.0,36.0,35.0,-16.41,-16.53,495.565761301,30.9728600813,16.0,1.0,107.0,3138372.0,74.0,86.0,
JCR0921,47.0,46.0,31.0,40.0,34.0,-22.75,-36.13,667.133993298,33.3566996649,24.0,1.2,299.0,8775459.0,208.0,180.0,
RRA0938,35.0,36.0,21.0,38.0,29.0,-20.39,-29.06,999.063069058,25.6170017707,28.0,0.717948717949,320.0,9827852.0,321.0,175.0,
SHW0578,39.0,42.0,14.0,49.0,31.0,-28.55,-35.43,263.203233189,32.9004041486,30.0,3.75,62.0,1789954.0,55.0,57.0,
GCL0016,45.0,32.0,20.0,24.0,34.0,-15.78,-21.59,1146.6838784,27.3019971048,16.0,0.380952380952,336.0,10317873.0,267.0,216.0,
IHK0841,35.0,23.0,41.0,28.0,29.0,-9.01,-21.64,219.100300779,31.3000429684,16.0,2.28571428571,52.0,1669652.0,0.0,49.0,
ALD0529,35.0,21.0,19.0,21.0,27.0,-11.66,-16.19,572.488559784,28.6244279892,24.0,1.2,134.0,3867825.0,123.0,104.0,
KRG0158,34.0,38.0,42.0,14.0,27.0,-5.32,-23.31,966.003072778,26.8334186883,16.0,0.444444444444,39.0,1155366.0,12.0,37.0,
TJB0302,42.0,47.0,24.0,40.0,29.0,-24.36,-36.83,254.473854797,28.2748727552,16.0,1.77777777778,28.0,780769.0,14.0,27.0,
ILC0838,40.0,36.0,42.0,16.0,33.0,-6.22,-21.93,193.233085531,32.2055142552,30.0,5.0,36.0,1047486.0,9.0,33.0,
RIH0777,26.0,44.0,19.0,16.0,27.0,-10.49,-22.01,409.45201531,31.49630887,30.0,2.30769230769,56.0,1729035.0,24.0,50.0,
HCW0419,40.0,21.0,35.0,34.0,35.0,-12.83,-20.93,940.621970886,26.8749134539,16.0,0.457142857143,603.0,18424466.0,583.0,287.0,
DAL0673,39.0,35.0,46.0,41.0,36.0,-14.79,-30.56,1043.66606588,30.6960607611,16.0,0.470588235294,628.0,18762269.0,464.0,259.0,
RMS0266,33.0,40.0,25.0,23.0,37.0,-11.06,-20.89,745.60020664,26.6285788086,16.0,0.571428571429,423.0,12414414.0,0.0,203.0,
KDT0346,36.0,41.0,10.0,22.0,33.0,-16.4,-21.75,436.188876346,33.5529904882,30.0,2.30769230769,133.0,3670646.0,168.0,112.0,
KAL0395,13.0,24.0,22.0,28.0,29.0,-7.32,-14.3,833.679891103,27.7893297034,30.0,1.0,466.0,13679197.0,336.0,263.0,
ARD0509,50.0,40.0,35.0,32.0,32.0,-18.73,-32.38,508.91092437,28.2728291317,16.0,0.888888888889,146.0,4143519.0,151.0,111.0,
BTL0722,39.0,41.0,36.0,17.0,49.0,-4.81,-16.05,88.644545613,29.548181871,30.0,10.0,10.0,319528.0,6.0,10.0,
WPE0538,21.0,16.0,23.0,22.0,35.0,-4.17,-7.62,672.979662175,29.259985312,16.0,0.695652173913,136.0,4177712.0,212.0,114.0,
CLF0852,36.0,45.0,28.0,18.0,26.0,-12.5,-27.32,977.001986385,27.9143424681,16.0,0.457142857143,187.0,5460903.0,229.0,114.0,
HJA0018,39.0,43.0,47.0,37.0,32.0,-15.06,-34.44,1388.48036361,31.5563719002,24.0,0.545454545455,359.0,10858832.0,349.0,222.0,
MIM0712,16.0,15.0,39.0,23.0,22.0,-2.06,-14.37,254.287095017,31.7858868771,28.0,3.5,20.0,627662.0,25.0,20.0,
CEJ0109,21.0,46.0,17.0,17.0,32.0,-9.04,-19.46,1251.55719561,32.9357156738,16.0,0.421052631579,399.0,12038298.0,0.0,227.0,
JCW0858,14.0,35.0,22.0,41.0,39.0,-12.57,-20.02,1410.3739677,35.2593491924,24.0,0.6,191.0,5926687.0,46.0,117.0,
DFR0218,45.0,14.0,22.0,37.0,27.0,-19.67,-22.53,1078.51351441,30.8146718403,16.0,0.457142857143,948.0,28598080.0,285.0,240.0,
BAL0044,14.0,41.0,26.0,44.0,30.0,-15.98,-28.6,1456.0134825,34.6669876787,16.0,0.380952380952,1164.0,35334405.0,1095.0,266.0,
ASS0206,12.0,18.0,20.0,28.0,30.0,-6.32,-10.7,1646.35943523,33.5991721476,16.0,0.326530612245,299.0,8875512.0,0.0,196.0,
ASG0048,41.0,36.0,19.0,24.0,37.0,-14.75,-20.82,826.806390133,25.0547390949,24.0,0.727272727273,36.0,1042861.0,39.0,36.0,
TET0621,30.0,37.0,44.0,32.0,27.0,-11.2,-29.49,1406.47458013,27.0475880794,24.0,0.461538461538,520.0,15502566.0,668.0,269.0,
ARA0252,39.0,39.0,27.0,21.0,35.0,-11.82,-22.31,689.867130403,22.2537784001,16.0,0.516129032258,120.0,3698457.0,100.0,90.0,
AMR0318,45.0,50.0,17.0,25.0,21.0,-22.96,-35.67,1730.67792444,32.654300461,16.0,0.301886792453,411.0,12451216.0,120.0,212.0,
WTF0387,40.0,23.0,40.0,25.0,24.0,-10.67,-23.89,801.946325942,27.6533215842,24.0,0.827586206897,32.0,957246.0,21.0,30.0,
AJL0462,16.0,24.0,44.0,31.0,28.0,-4.25,-19.39,175.488409146,25.0697727351,16.0,2.28571428571,15.0,464841.0,11.0,15.0,
SDF0017,11.0,40.0,39.0,18.0,30.0,-0.49,-18.31,1066.5103617,33.328448803,18.0,0.5625,344.0,10686222.0,195.0,207.0,
RDM0150,39.0,15.0,37.0,26.0,30.0,-8.83,-17.35,418.143810517,27.8762540345,18.0,1.2,16.0,426538.0,8.0,16.0,
HKF0831,23.0,42.0,49.0,21.0,24.0,-4.64,-27.44,317.468988806,31.7468988806,16.0,1.6,44.0,1240508.0,37.0,40.0,
DGF0443,39.0,44.0,18.0,28.0,33.0,-18.36,-27.24,980.611314524,28.0174661293,24.0,0.685714285714,349.0,10647330.0,0.0,214.0,
CAB0614,17.0,38.0,22.0,12.0,34.0,-2.68,-12.55,1215.12614915,32.8412472744,16.0,0.432432432432,504.0,15209609.0,482.0,249.0,
DBG0261,45.0,47.0,17.0,36.0,28.0,-25.53,-35.57,841.591869263,31.170069232,24.0,0.888888888889,191.0,5650650.0,103.0,121.0,
ZDW0859,39.0,45.0,26.0,41.0,32.0,-22.35,-34.44,1323.83432405,30.0871437284,16.0,0.363636363636,256.0,7599287.0,226.0,145.0,
BWH0813,36.0,36.0,33.0,20.0,30.0,-9.71,-22.9,505.945383401,22.9975174273,24.0,1.09090909091,309.0,9407613.0,327.0,184.0,
DMG0358,19.0,39.0,14.0,25.0,29.0,-12.23,-20.21,890.679766454,31.8099916591,16.0,0.571428571429,733.0,21973027.0,781.0,285.0,
MAE0331,36.0,39.0,18.0,12.0,28.0,-10.98,-20.08,348.703569144,29.058630762,24.0,2.0,115.0,3613914.0,53.0,98.0,
AMD0077,23.0,19.0,12.0,25.0,25.0,-11.69,-14.05,1522.38286638,31.7163097162,16.0,0.333333333333,584.0,17520382.0,327.0,240.0,
XLB0710,46.0,38.0,39.0,36.0,20.0,-20.81,-38.26,237.223638,33.8890911429,16.0,2.28571428571,20.0,653330.0,0.0,20.0,
DAG0558,20.0,16.0,37.0,25.0,26.0,-3.82,-14.51,758.154702786,31.5897792828,24.0,1.0,161.0,5054614.0,99.0,124.0,
WLV0566,10.0,19.0,38.0,24.0,39.0,2.5,-6.93,1199.31996889,35.274116732,16.0,0.470588235294,237.0,7204825.0,61.0,153.0,
FBW0747,43.0,45.0,35.0,25.0,28.0,-15.38,-31.84,1326.36403177,26.5272806354,24.0,0.48,588.0,17768940.0,222.0,267.0,
IBB0359,48.0,33.0,21.0,43.0,38.0,-23.8,-28.81,1077.58169914,31.6935793864,30.0,0.882352941176,792.0,24012199.0,790.0,295.0,
RAM0447,35.0,12.0,23.0,45.0,39.0,-16.66,-16.91,144.33402888,36.08350722,16.0,4.0,17.0,548880.0,30.0,17.0,
AJD0074,19.0,37.0,45.0,22.0,34.0,-1.67,-19.47,1093.61429033,30.3781747314,18.0,0.5,42.0,1242636.0,36.0,40.0,
QJR0688,19.0,18.0,22.0,26.0,35.0,-5.86,-9.52,1035.1674799,28.7546522196,28.0,0.777777777778,174.0,5379883.0,156.0,129.0,
HTF0641,38.0,24.0,18.0,22.0,28.0,-13.48,-18.08,463.811431657,28.9882144786,30.0,1.875,103.0,3180695.0,109.0,86.0,
RDT0424,38.0,44.0,19.0,34.0,28.0,-21.59,-31.92,788.578465114,26.2859488371,30.0,1.0,488.0,15042156.0,413.0,243.0,
XRS0633,34.0,39.0,39.0,40.0,23.0,-18.37,-35.93,599.807534127,29.9903767064,16.0,0.8,117.0,3480269.0,73.0,99.0,
RLG0856,18.0,36.0,42.0,18.0,26.0,-2.16,-20.54,1644.77731806,29.9050421466,24.0,0.436363636364,221.0,6968930.0,145.0,150.0,
MLD0755,24.0,18.0,19.0,43.0,37.0,-14.94,-16.44,1503.88167312,34.9739923982,28.0,0.651162790698,446.0,13521387.0,557.0,217.0,
ETR0177,18.0,15.0,41.0,26.0,39.0,0.63,-8.35,1475.18654996,34.3066639525,16.0,0.372093023256,48.0,1381782.0,0.0,42.0,
RYB0718,19.0,18.0,42.0,13.0,21.0,1.37,-13.17,97.5266303207,24.3816575802,30.0,7.5,22.0,723720.0,13.0,22.0,
AAE0190,36.0,30.0,14.0,50.0,29.0,-26.64,-30.75,1563.68507775,35.5382972216,16.0,0.363636363636,491.0,14680934.0,279.0,248.0,
NAF0033,34.0,40.0,19.0,35.0,29.0,-19.94,-29.1,1475.1528959,28.9245665864,16.0,0.313725490196,366.0,11059369.0,182.0,230.0,
DVM0265,47.0,40.0,10.0,24.0,31.0,-20.88,-25.82,915.177354347,36.6070941739,24.0,0.96,606.0,18357376.0,445.0,233.0,
JFC0757,31.0,21.0,38.0,36.0,38.0,-9.52,-18.45,371.099500292,28.5461154071,30.0,2.30769230769,66.0,1999710.0,0.0,59.0,
AOB0019,11.0,17.0,13.0,24.0,28.0,-6.37,-8.47,1463.43457207,35.6935261481,16.0,0.390243902439,375.0,11138560.0,121.0,222.0,
AIP0394,17.0,16.0,38.0,14.0,26.0,2.06,-9.37,1025.44890558,31.0742092601,30.0,0.909090909091,429.0,12758285.0,370.0,249.0,
JJB0127,26.0,21.0,38.0,30.0,32.0,-6.88,-17.56,814.823409529,23.2806688437,18.0,0.514285714286,197.0,5772766.0,0.0,124.0,
MCS0035,42.0,17.0,38.0,15.0,33.0,-4.35,-13.18,1027.88224089,27.0495326551,16.0,0.421052631579,229.0,7008882.0,0.0,168.0,
ABC0253,21.0,15.0,41.0,30.0,28.0,-4.63,-15.91,726.927071163,30.2886279651,24.0,1.0,179.0,5615839.0,56.0,111.0,
TQS0212,14.0,42.0,45.0,20.0,27.0,-1.79,-22.89,1629.97063557,33.2647068484,16.0,0.326530612245,326.0,9971171.0,242.0,204.0,
RSM0277,37.0,38.0,20.0,50.0,22.0,-28.4,-38.53,910.090678791,33.7070621774,28.0,1.03703703704,166.0,5017690.0,154.0,139.0,
JER0404,38.0,46.0,18.0,16.0,30.0,-13.94,-24.36,1279.11877951,30.455209036,30.0,0.714285714286,446.0,13457351.0,0.0,259.0,
CIG0052,17.0,45.0,17.0,16.0,24.0,-9.17,-21.37,974.408966038,32.4802988679,16.0,0.533333333333,42.0,1390723.0,11.0,41.0,
IIW0249,39.0,36.0,43.0,38.0,28.0,-16.33,-33.17,971.134067766,28.562766699,28.0,0.823529411765,125.0,3850763.0,50.0,99.0,
HVF0067,44.0,35.0,22.0,43.0,41.0,-21.95,-27.4,1252.14307698,31.3035769245,28.0,0.7,729.0,22212788.0,868.0,269.0,
HWW0436,45.0,37.0,23.0,27.0,33.0,-17.36,-25.85,806.620420042,25.2068881263,24.0,0.75,330.0,9757406.0,367.0,205.0,
PEV0323,47.0,34.0,40.0,22.0,29.0,-12.04,-26.9,1060.33164319,26.5082910797,16.0,0.4,354.0,10295128.0,339.0,198.0,
PGO0433,44.0,40.0,19.0,46.0,35.0,-26.23,-33.29,950.29760094,31.676586698,16.0,0.533333333333,262.0,7774036.0,200.0,181.0,
MVB0515,38.0,14.0,33.0,31.0,28.0,-12.0,-19.17,356.408160129,25.4577257235,16.0,1.14285714286,164.0,4805913.0,203.0,126.0,
TJG0582,42.0,50.0,18.0,15.0,29.0,-15.59,-27.18,215.6737949,26.9592243625,16.0,2.0,54.0,1654557.0,0.0,49.0,
SRH0155,34.0,14.0,37.0,45.0,28.0,-15.82,-24.39,1115.73222486,33.8100674201,18.0,0.545454545455,39.0,1145405.0,21.0,34.0,
IJM0444,36.0,35.0,39.0,35.0,26.0,-15.46,-31.21,925.587252609,25.0158716921,16.0,0.432432432432,324.0,9485756.0,313.0,212.0,
CIM0271,24.0,27.0,10.0,20.0,38.0,-8.5,-9.42,992.939104172,31.0293470054,16.0,0.5,192.0,5625911.0,204.0,164.0,
CSL0949,36.0,20.0,18.0,25.0,28.0,-13.53,-17.05,258.828568204,25.8828568204,16.0,1.6,42.0,1304917.0,0.0,39.0,
AAN0823,24.0,16.0,45.0,24.0,28.0,-2.11,-15.12,325.408891245,36.1565434717,16.0,1.77777777778,46.0,1346274.0,47.0,44.0,
AKH0758,24.0,38.0,40.0,37.0,27.0,-12.71,-30.0,273.796326725,27.3796326725,16.0,1.6,60.0,1889287.0,32.0,55.0,
HSG0818,18.0,19.0,48.0,36.0,31.0,-4.48,-18.81,1148.61338599,33.7827466469,16.0,0.470588235294,343.0,9932520.0,230.0,197.0,
MIL0255,38.0,16.0,39.0,21.0,27.0,-6.76,-17.14,653.112743084,29.6869428674,16.0,0.727272727273,166.0,5459989.0,112.0,109.0,
JGM0934,30.0,22.0,41.0,22.0,31.0,-4.29,-16.55,686.367961095,25.4210355961,16.0,0.592592592593,212.0,6301681.0,245.0,136.0,
KCO0122,30.0,32.0,26.0,38.0,33.0,-16.04,-24.77,750.2180563,24.2005824613,16.0,0.516129032258,454.0,13159675.0,399.0,228.0,
SGB0140,50.0,45.0,40.0,16.0,24.0,-13.32,-32.38,174.904352805,29.1507254676,16.0,2.66666666667,20.0,606708.0,20.0,19.0,
NAF0326,33.0,15.0,25.0,20.0,30.0,-7.45,-11.95,1643.02494365,26.9348351419,16.0,0.262295081967,536.0,16009358.0,500.0,299.0,
IUY0279,38.0,38.0,17.0,21.0,29.0,-15.3,-23.24,1107.08437863,28.3867789391,24.0,0.615384615385,531.0,15605210.0,547.0,253.0,
EIM0156,19.0,31.0,43.0,45.0,33.0,-11.34,-26.49,896.173668216,34.4682180083,16.0,0.615384615385,31.0,841163.0,41.0,30.0,
ABH0663,47.0,49.0,41.0,11.0,34.0,-8.26,-26.76,413.228932153,37.5662665593,16.0,1.45454545455,34.0,1030723.0,3.0,29.0,
